AL1G36310.t1.v2.1	70	UKScandinavia_2n	.	70	pi_pixy	0
AL1G36310.t1.v2.1	70	PUWS_4n	.	70	pi_pixy	0.00830281
AL1G36310.t1.v2.1	70	CESiberia_2n	.	70	pi_pixy	0.00192308
AL1G36310.t1.v2.1	70	LE_2n	.	70	pi_pixy	0.00255039
AL1G36310.t1.v2.1	70	PUWS_4n	CESiberia_2n	70	dxy_pixy	0.00535714
AL1G36310.t1.v2.1	70	UKScandinavia_2n	CESiberia_2n	70	dxy_pixy	0.000961538
AL1G36310.t1.v2.1	70	UKScandinavia_2n	PUWS_4n	70	dxy_pixy	0.0043956
AL1G36310.t1.v2.1	70	LE_2n	CESiberia_2n	70	dxy_pixy	0.002319
AL1G36310.t1.v2.1	70	UKScandinavia_2n	LE_2n	70	dxy_pixy	0.00135747
AL1G36310.t1.v2.1	70	PUWS_4n	LE_2n	70	dxy_pixy	0.00536522
AL1G31870.t1.v2.1	418	UKScandinavia_2n	.	418	pi_pixy	0.013537
AL1G31870.t1.v2.1	418	PUWS_4n	.	415	pi_pixy	0.00924171
AL1G31870.t1.v2.1	418	CESiberia_2n	.	418	pi_pixy	0.0126405
AL1G31870.t1.v2.1	418	LE_2n	.	417	pi_pixy	0.0113511
AL1G31870.t1.v2.1	418	PUWS_4n	CESiberia_2n	415	dxy_pixy	0.00855493
AL1G31870.t1.v2.1	418	UKScandinavia_2n	CESiberia_2n	417	dxy_pixy	0.0175091
AL1G31870.t1.v2.1	418	UKScandinavia_2n	PUWS_4n	415	dxy_pixy	0.0139224
AL1G31870.t1.v2.1	418	LE_2n	CESiberia_2n	417	dxy_pixy	0.0109153
AL1G31870.t1.v2.1	418	UKScandinavia_2n	LE_2n	417	dxy_pixy	0.0173033
AL1G31870.t1.v2.1	418	PUWS_4n	LE_2n	415	dxy_pixy	0.00932023
AL1G36360.t1.v2.1	259	UKScandinavia_2n	.	259	pi_pixy	0.00418944
AL1G36360.t1.v2.1	259	PUWS_4n	.	259	pi_pixy	0.00117096
AL1G36360.t1.v2.1	259	CESiberia_2n	.	259	pi_pixy	0.000512295
AL1G36360.t1.v2.1	259	LE_2n	.	259	pi_pixy	0.00362351
AL1G36360.t1.v2.1	259	PUWS_4n	CESiberia_2n	259	dxy_pixy	0.000841628
