AL1G36310.t1.v2.1	20	UKScandinavia_2n	.	20	pi_pixy	0
AL1G36310.t1.v2.1	20	PUWS_4n	.	20	pi_pixy	0
AL1G36310.t1.v2.1	20	CESiberia_2n	.	20	pi_pixy	0
AL1G36310.t1.v2.1	20	LE_2n	.	20	pi_pixy	0
AL1G36310.t1.v2.1	20	PUWS_4n	CESiberia_2n	20	dxy_pixy	0
AL1G36310.t1.v2.1	20	UKScandinavia_2n	CESiberia_2n	20	dxy_pixy	0
AL1G36310.t1.v2.1	20	UKScandinavia_2n	PUWS_4n	20	dxy_pixy	0
AL1G36310.t1.v2.1	20	LE_2n	CESiberia_2n	20	dxy_pixy	0
AL1G36310.t1.v2.1	20	UKScandinavia_2n	LE_2n	20	dxy_pixy	0
AL1G36310.t1.v2.1	20	PUWS_4n	LE_2n	20	dxy_pixy	0
AL1G36360.t1.v2.1	69	UKScandinavia_2n	.	69	pi_pixy	0.0114583
AL1G36360.t1.v2.1	69	PUWS_4n	.	69	pi_pixy	0.00917659
AL1G36360.t1.v2.1	69	CESiberia_2n	.	69	pi_pixy	0.0200521
AL1G36360.t1.v2.1	69	LE_2n	.	69	pi_pixy	0.0159045
AL1G36360.t1.v2.1	69	PUWS_4n	CESiberia_2n	69	dxy_pixy	0.0216239
AL1G36360.t1.v2.1	69	UKScandinavia_2n	CESiberia_2n	69	dxy_pixy	0.0179687
AL1G36360.t1.v2.1	69	UKScandinavia_2n	PUWS_4n	69	dxy_pixy	0.0172991
AL1G36360.t1.v2.1	69	LE_2n	CESiberia_2n	69	dxy_pixy	0.0230566
AL1G36360.t1.v2.1	69	UKScandinavia_2n	LE_2n	69	dxy_pixy	0.0165593
AL1G36360.t1.v2.1	69	PUWS_4n	LE_2n	69	dxy_pixy	0.0153437
AL1G31870.t1.v2.1	70	UKScandinavia_2n	.	70	pi_pixy	0.0195688
AL1G31870.t1.v2.1	70	PUWS_4n	.	70	pi_pixy	0.0393386
AL1G31870.t1.v2.1	70	CESiberia_2n	.	70	pi_pixy	0.0369657
AL1G31870.t1.v2.1	70	LE_2n	.	70	pi_pixy	0.0422425
AL1G31870.t1.v2.1	70	PUWS_4n	CESiberia_2n	70	dxy_pixy	0.037029
AL1G31870.t1.v2.1	70	UKScandinavia_2n	CESiberia_2n	70	dxy_pixy	0.0521164
AL1G31870.t1.v2.1	70	UKScandinavia_2n	PUWS_4n	70	dxy_pixy	0.052459
AL1G31870.t1.v2.1	70	LE_2n	CESiberia_2n	70	dxy_pixy	0.0388158
AL1G31870.t1.v2.1	70	UKScandinavia_2n	LE_2n	70	dxy_pixy	0.0542324
AL1G31870.t1.v2.1	70	PUWS_4n	LE_2n	70	dxy_pixy	0.0395668
AL1G36280.t1.v2.1	60	UKScandinavia_2n	.	60	pi_pixy	0.00613027
AL1G36280.t1.v2.1	60	PUWS_4n	.	60	pi_pixy	0.0111878
AL1G36280.t1.v2.1	60	CESiberia_2n	.	60	pi_pixy	0.00905172
AL1G36280.t1.v2.1	60	LE_2n	.	60	pi_pixy	0.00989612
AL1G36280.t1.v2.1	60	PUWS_4n	CESiberia_2n	60	dxy_pixy	0.010133
AL1G36280.t1.v2.1	60	UKScandinavia_2n	CESiberia_2n	60	dxy_pixy	0.0131466
AL1G36280.t1.v2.1	60	UKScandinavia_2n	PUWS_4n	60	dxy_pixy	0.0115099
AL1G36280.t1.v2.1	60	LE_2n	CESiberia_2n	60	dxy_pixy	0.0182556
AL1G36280.t1.v2.1	60	UKScandinavia_2n	LE_2n	60	dxy_pixy	0.0125761
AL1G36280.t1.v2.1	60	PUWS_4n	LE_2n	60	dxy_pixy	0.0161983
AL1G31860.t1.v2.1	73	UKScandinavia_2n	.	73	pi_pixy	0.00298507
AL1G31860.t1.v2.1	73	PUWS_4n	.	72	pi_pixy	0.0190396
AL1G31860.t1.v2.1	73	CESiberia_2n	.	73	pi_pixy	0.02301
AL1G31860.t1.v2.1	73	LE_2n	.	73	pi_pixy	0.0233059
AL1G31860.t1.v2.1	73	PUWS_4n	CESiberia_2n	72	dxy_pixy	0.0175189
AL1G31860.t1.v2.1	73	UKScandinavia_2n	CESiberia_2n	73	dxy_pixy	0.0246269
AL1G31860.t1.v2.1	73	UKScandinavia_2n	PUWS_4n	72	dxy_pixy	0.0174242
AL1G31860.t1.v2.1	73	LE_2n	CESiberia_2n	73	dxy_pixy	0.0226624
AL1G31860.t1.v2.1	73	UKScandinavia_2n	LE_2n	73	dxy_pixy	0.024144
AL1G31860.t1.v2.1	73	PUWS_4n	LE_2n	72	dxy_pixy	0.0179845
AL1G36270.t1.v2.1	263	UKScandinavia_2n	.	263	pi_pixy	0.0115702
AL1G36270.t1.v2.1	263	PUWS_4n	.	262	pi_pixy	0.0195174
AL1G36270.t1.v2.1	263	CESiberia_2n	.	263	pi_pixy	0.0136364
AL1G36270.t1.v2.1	263	LE_2n	.	263	pi_pixy	0.00383023
AL1G36270.t1.v2.1	263	PUWS_4n	CESiberia_2n	262	dxy_pixy	0.0205246
AL1G36270.t1.v2.1	263	UKScandinavia_2n	CESiberia_2n	263	dxy_pixy	0.0258264
AL1G36270.t1.v2.1	263	UKScandinavia_2n	PUWS_4n	262	dxy_pixy	0.0211618
AL1G36270.t1.v2.1	263	LE_2n	CESiberia_2n	263	dxy_pixy	0.00969251
AL1G36270.t1.v2.1	263	UKScandinavia_2n	LE_2n	263	dxy_pixy	0.0240642
AL1G36270.t1.v2.1	263	PUWS_4n	LE_2n	262	dxy_pixy	0.0194393
AL1G36290.t1.v2.1	125	UKScandinavia_2n	.	125	pi_pixy	0.00911681
AL1G36290.t1.v2.1	125	PUWS_4n	.	125	pi_pixy	0.0150138
AL1G36290.t1.v2.1	125	CESiberia_2n	.	125	pi_pixy	0
AL1G36290.t1.v2.1	125	LE_2n	.	125	pi_pixy	0.00251383
AL1G36290.t1.v2.1	125	PUWS_4n	CESiberia_2n	125	dxy_pixy	0.0115995
AL1G36290.t1.v2.1	125	UKScandinavia_2n	CESiberia_2n	125	dxy_pixy	0.00683761
AL1G36290.t1.v2.1	125	UKScandinavia_2n	PUWS_4n	125	dxy_pixy	0.0120879
AL1G36290.t1.v2.1	125	LE_2n	CESiberia_2n	125	dxy_pixy	0.00125691
AL1G36290.t1.v2.1	125	UKScandinavia_2n	LE_2n	125	dxy_pixy	0.00769231
AL1G36290.t1.v2.1	125	PUWS_4n	LE_2n	125	dxy_pixy	0.0122818
AL1G36380.t1.v2.1	46	UKScandinavia_2n	.	46	pi_pixy	0
AL1G36380.t1.v2.1	46	PUWS_4n	.	46	pi_pixy	0.00825145
AL1G36380.t1.v2.1	46	CESiberia_2n	.	46	pi_pixy	0
AL1G36380.t1.v2.1	46	LE_2n	.	46	pi_pixy	0.00140056
AL1G36380.t1.v2.1	46	PUWS_4n	CESiberia_2n	46	dxy_pixy	0.0042517
AL1G36380.t1.v2.1	46	UKScandinavia_2n	CESiberia_2n	46	dxy_pixy	0
AL1G36380.t1.v2.1	46	UKScandinavia_2n	PUWS_4n	46	dxy_pixy	0.0042517
AL1G36380.t1.v2.1	46	LE_2n	CESiberia_2n	46	dxy_pixy	0.00070028
AL1G36380.t1.v2.1	46	UKScandinavia_2n	LE_2n	46	dxy_pixy	0.00070028
AL1G36380.t1.v2.1	46	PUWS_4n	LE_2n	46	dxy_pixy	0.00490196
AL1G36370.t1.v2.1	237	UKScandinavia_2n	.	237	pi_pixy	0.00995475
AL1G36370.t1.v2.1	237	PUWS_4n	.	236	pi_pixy	0.020659
AL1G36370.t1.v2.1	237	CESiberia_2n	.	237	pi_pixy	0.00350679
AL1G36370.t1.v2.1	237	LE_2n	.	236	pi_pixy	0.00625506
AL1G36370.t1.v2.1	237	PUWS_4n	CESiberia_2n	236	dxy_pixy	0.0177963
AL1G36370.t1.v2.1	237	UKScandinavia_2n	CESiberia_2n	237	dxy_pixy	0.0152149
AL1G36370.t1.v2.1	237	UKScandinavia_2n	PUWS_4n	236	dxy_pixy	0.0190584
AL1G36370.t1.v2.1	237	LE_2n	CESiberia_2n	236	dxy_pixy	0.00703543
AL1G36370.t1.v2.1	237	UKScandinavia_2n	LE_2n	236	dxy_pixy	0.0168182
AL1G36370.t1.v2.1	237	PUWS_4n	LE_2n	235	dxy_pixy	0.0160489
